-43-DB  :Shenzhen ViewAt Technology Co.,Ltd. 
-EB-68  :Cheerstar Technology Co., Ltd
-6A-92  :SHENZHEN FAST TECHNOLOGIES CO.,LTD
-AE-DB  :VTech Telecommunications Ltd.
-4F-82  :Calix Inc.
-C3-BF  :Henan Chengshi NetWork Technology Co.ï¼Ltd
-EE-40  :Laird Technologies
-18-2B  :LG Chem
-5F-BF  :Topwise 3G Communication Co., Ltd.
-DD-A9  :ASUSTek COMPUTER INC.
-5D-36  :Verizon
-60-E0  :AVI-ON LABS
-5A-83  :Logi-D inc
-EE-B0  :SHC Netzwerktechnik GmbH
-8E-F9  :G2C Co. Ltd.
-9F-AB  :Fiberhome Telecommunication Technologies Co.,LTD
-04-92  :Fiberhome Telecommunication Technologies Co.,LTD
-E9-D4  :QLogic Corporation
-22-DB  :eero inc.
-41-3E  :Microsoft Corporation
-7E-56  :China Dragon Technology Limited
-62-66  :ASUSTek COMPUTER INC.
-6C-0F  :Pramod Telecom Pvt. Ltd
-91-2B  :Vexata Inc
-36-9B  :1Verge Internet Technology (Beijing) Co., Ltd.
-FE-D9  :EDMI Europe Ltd
-52-E0  :Layon international Electronic & Telecom Co.,Ltd
-85-01  :Geberit International AG
-39-47  :COMPAL INFORMATION (KUNSHAN) CO., LTD.
-AD-13  :SHENZHEN ZHILU TECHNOLOGY CO.,LTD
-B9-83  :b-plus GmbH
-74-D7  :HangZhou JuRu Technology CO.,LTD
-8E-60  :NSD Corporation
-51-46  :AMG Systems Ltd.
-DD-B7  :Cilag GmbH International
-EB-14  :SHENZHEN FAST TECHNOLOGIES CO.,LTD
-5B-A8  :zte corporation
-E7-8C  :DK Networks
-BA-D9  :360 Fly Inc.
-3C-B6  :Shenzhen Homecare Technology Co.,Ltd.
-E7-67  :Quanzhou  TDX Electronics Co., Ltd
-A7-FA  :YOUNGBO ENGINEERING INC.
-92-9E  :Microsoft Corporation
-03-2F  :Reduxio Systems
-CF-BF  :Fairphone
-9E-17  :ASUSTek COMPUTER INC.
-C7-3F  :VITSMO CO., LTD.
-BD-AD  :L-TECH CORPORATION
-C0-7C  :Blu-ray Disc Association
-78-79  :Roche Diagnostics GmbH
-80-EB  :Motorola Mobility LLC, a Lenovo Company
-6F-4A  :TOPWELL INTERNATIONAL HOLDINGS LIMITED
-54-F9  :Drogoo Technology Co., Ltd.
-9E-34  :Evervictory Electronic Co.Ltd
-C2-DE  :Costar Video Systems
-09-A4  :Firefly Integrations
-A5-09  :WigWag Inc.
-64-05  :nimbus 9, Inc
-76-FF  :KERLINK
-F0-BC  :Shenzhen LiWiFi Technology Co., Ltd
-D1-65  :Cisco SPVTG
-A9-28  :Insensi
-84-FA  :SHARP Corporation
-1E-04  :D-Link International
-FF-F7  :Softiron Inc.
-60-A1  :Teledyne DALSA Professional Imaging
-E9-80  :RainUs Co.,Ltd
-82-74  :Shenzhen Hikeen Technology CO.,LTD
-05-66  :SP Best Corporation Co., LTD.
-AD-54  :Malvern Instruments Ltd
-E0-26  :Patrol Tag, Inc
-3C-88  :MCNEX Co.,Ltd.
-79-59  :ASUSTek COMPUTER INC.
-8E-3C  :Aztech Electronics Pte Ltd
-A3-51  :SHENZHEN ZHIBOTONG ELECTRONICS CO.,LTD
-E2-FD  :Boge Kompressoren OTTO Boge GmbH & Co. KG
-69-5A  :Dictum Health, Inc.
-61-32  :Pro Concept Manufacturer Co.,Ltd.
-A0-50  :ASUSTek COMPUTER INC.
-18-26  :Osram GmbH
-F8-93  :Wuhan FiberHome Digital Technology Co.,Ltd.
-16-EC  :IC Intracom
-DA-4F  :GETCK TECHNOLOGY,  INC
-FA-B7  :Tunai Creative
-09-B6  :Masimo Corp
-ED-E4  :Kaiam Corporation
-38-AF  :Inlab Software GmbH
-9B-9C  :Eadingcore  Intelligent Technology Co., Ltd.
-26-90  :BEIJING THOUGHT SCIENCE CO.,LTD.
-4F-D5  :Microsoft Corporation
-7B-E9  :AirPro Technology India Pvt. Ltd
-1D-84  :Autobase
-E9-33  :RailComm, LLC
-50-C1  :Kinetek Sports
-35-60  :Rosen Aviation
-59-E7  :Microsoft Corporation
-EF-AB  :SAYME WIRELESS SENSOR NETWORK
-1B-6B  :Innova Security
-96-6A  :RTNET
-50-89  :Shenzhen Kaixuan Visual Technology Co.,Limited
-13-B2  :Netonix
-BA-DB  :Longconn Electornics(shenzhen)Co.,Ltd
-74-03  :BQ
-76-C5  :DIGI I'S LTD
-A2-F5  :Guangzhou Yuanyun Network Technology Co.,Ltd
-FC-8C  :OneAccess SA
-2C-C7  :C-MAX Asia Limited
-96-5A  :Weifang goertek Electronics CO.,LTD
-82-19  :Alibaba Cloud Computing Ltd.
-17-80  :DTI Group Ltd
-37-D7  :zte corporation
-38-70  :Lenovo Mobile Communication Technology Ltd.
-EA-CA  :Dialog Semiconductor Hellas SA
-BC-42  :Shenzhen Hangsheng Electronics Co.,Ltd.
-7E-46  :Emizon Networks Limited
-32-EA  :ANHUI WANZTEN P&T CO., LTD
-B6-86  :Murata Manufacturing Co., Ltd.
-6E-6E  :Comnect Technology CO.,LTD
-DD-9E  :GoPro
-B3-CD  :Chiyoda Electronics Co.,Ltd.
-51-AA  :JID GLOBAL
-57-2F  :Sertel Electronics UK Ltd
-B2-A3  :Cynny Italia S.r.L.
-97-7C  :Grey Innovation
-AD-67  :Kasda Networks Inc
-59-5B  :streamnow AG
-AD-3E  :BLUECOM
-C3-7B  :ASUSTek COMPUTER INC.
-D8-55  :Telvent
-4E-D7  :OutSmart Power Systems, Inc.
-5B-C2  :YIK Corporation
-8A-4C  :zte corporation
-14-A8  :Guangzhou V-SOLUTION Electronic Technology Co., Ltd.
-8C-63  :GZ Weedong Networks Technology Co. , Ltd
-9E-AC  :Imagik Int'l Corp
-E4-2F  :Technical Research Design and Development
-23-25  :EosTek (Shenzhen) Co., Ltd.
-13-74  :Panasonic Corporation AVC Networks Company
-83-DE  :Cisco SPVTG
-B6-CC  :NovaComm Technologies Inc.
-AE-6F  :Circle Reliance, Inc DBA Cranberry Networks
-99-19  :7signal Solutions, Inc
-DA-6A  :FOCUS H&S Co., Ltd.
-5D-A1  :ADB Broadband Italia
-3D-78  :GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
-EF-89  :OPMEX Tech.
-C4-47  :Coagent International Enterprise Limited
-DF-1F  :Bose Corporation
-2A-A2  :Alpha Networks Inc.
-94-8C  :Hitron Technologies. Inc
-A0-E5  :DZG Metering GmbH
-59-B7  :Microsoft
-74-F6  :Winterhalter Gastronom GmbH
-C2-DE  :Murata Manufacturing Co., Ltd.
-1C-FD  :Dalian Hi-Think Computer Technology, Corp
-62-B8  :D-Link International
-75-C0  :PayPal, Inc.
-7F-B2  :FUJITSU LIMITED
-26-2B  :UTran Technology
-ED-74  :Ability enterprise co.,Ltd.
-24-AF  :ASUSTek COMPUTER INC.
-AC-05  :Unitend Technologies Inc.
-B8-59  :Texa Spa
-5C-8E  :gosund GROUP CO.,LTD
-B7-53  :Hunan Fenghui Yinjia Science And Technology Co.,Ltd
-26-E8  :Tek-Air Systems, Inc.
-12-DB  :TABUCHI ELECTRIC CO.,LTD
-B8-59  :Uniband Electronic Corp,
-0F-18  :Fu Gang Electronic(KunShan)CO.,LTD
-D5-90  :FLIGHT DATA SYSTEMS
-93-83  :Intelligent Optical Network High Tech CO.,LTD.
-47-D4  :FORICS Electronic Technology Co., Ltd.
-9D-26  :Topicon HK Lmd.
-61-C7  :Ericsson-LG Enterprise
-57-06  :Vallox Oy
-D4-29  :Muehlbauer AG
-EA-C7  :SHENZHEN RIOPINE ELECTRONICS CO., LTD
-61-8F  :Shenzhen sangfei consumer communications co.,ltd
-F5-0D  :Institute of microelectronic applications
-DE-E4  :automationNEXT GmbH
-48-91  :HDMI Licensing, LLC
-92-3B  :Nokia Corporation
-F7-08  :National Resource Management, Inc.
-C9-19  :Energy Imports Ltd
-A7-3C  :Ragentek Technology Group
-D7-C5  :Logipix Ltd
-C9-A9  :SMART High Reliability Solutions, Inc.
-1A-67  :YF Technology Co., Ltd
-24-F3  :Progeny Systems
-4D-B9  :Unmonday Ltd
-7C-DD  :SANIX INCORPORATED
-A2-B4  :RHEWA-WAAGENFABRIK August Freudewald GmbH &amp;Co. KG
-FE-9E  :RTC Industries, Inc.
-30-67  :Conlog (Pty) Ltd
-DA-92  :Vuzix Corporation
-2A-EF  :Open Access Pty Ltd
-04-39  :TomTom Software Ltd
-AE-1B  :TP-LINK TECHNOLOGIES CO.,LTD.
-1E-91  :ARVIDA Intelligent Electronics Technology  Co.,Ltd.
-14-F7  :Erhardt+Leimer GmbH
-07-E4  :Lenovo Mobile Communication Technology Ltd.
-43-0D  :Broadlink Pty Ltd
-BB-AF  :Lime Instruments
-E1-FF  :Computer Performance, Inc. DBA Digital Loggers, Inc.
-69-D0  :Verto Medical Solutions, LLC
-E0-69  :ISAAC Instruments
-EA-6A  :StarTech.com
-E9-84  :TP-LINK TECHNOLOGIES CO.,LTD.
-59-FD  :Noviga
-FF-2E  :Shenzhen Rui Ying Da Technology Co., Ltd
-AB-01  :Innovolt
-85-6A  :OuterLink Corporation
-F4-2F  :ESP
-6A-8F  :VS Vision Systems GmbH
-68-B6  :Hangzhou OYE Technology Co. Ltd
-65-F9  :AcSiP Technology Corp.
-76-04  :Private
-57-A1  :Werma Signaltechnik GmbH & Co. KG
-89-A6  :KAPELSE
-F1-B0  :Hangzhou Anheng Info&Tech CO.,LTD
-86-DA  :Phoenix Geophysics Ltd.
-FE-EA  :HOMA B.V.
-DD-F4  :Maxway Electronics CO.,LTD
-03-71  :KRG CORPORATE
-C5-95  :Graphite Systems
-13-A8  :Mediplan Limited
-D9-C4  :Magneti Marelli Automotive Electronics (Guangzhou) Co. Ltd
-3E-CB  :Gentrice tech
-71-B3  :Brain Corporation
-89-86  :zte corporation
-D4-D6  :WirelessWERX, Inc
-E6-25  :Woxu Wireless Co., Ltd
-44-4C  :Entertainment Solutions, S.L.
-1A-C5  :Microsoft
-96-20  :Private
-57-2E  :Core Brands, LLC
-E6-31  :SNB TECHNOLOGIES LIMITED
-C6-0D  :Shanghai annijie Information technology Co.,LTD
-97-63  :Openmatics s.r.o.
-44-A1  :TELECON GALICIA,S.A.
-56-9C  :Coho Data, Inc.,
-AE-0C  :Far South Networks
-CA-97  :Contour Design LLC
-A7-83  :Alcatel Lucent
-5D-93  :Ruckus Wireless
-C1-1A  :Wavetronix
-F0-2E  :Vifa Denmark A/S
-51-F8  :BYK-Gardner GmbH
-C3-E4  :SCA Schucker Gmbh & Co KG
-19-D0  :Cloud Vision Networks Technology Co.,Ltd.
-E7-91  :Siemens Healthcare Diagnostics, Inc
-76-4F  :Sony Mobile Communications AB
-D9-19  :GoPro
-C9-A0  :SKIPPER Electronics AS
-9F-89  :Shanghai Rui Rui Communication Technology Co.Ltd.
-50-E6  :ASUSTek COMPUTER INC.
-10-3E  :Belkin International Inc.
-75-0E  :Belkin International Inc.
-61-78  :The Boeing Company
-7E-D5  :shenzhen kaism technology Co. Ltd
-1B-38  :Shenzhen Excelsecu Data Technology Co.,Ltd
-2A-F0  :Ypsomed AG
-4F-8B  :Adapteva, Inc.
-E7-BD  :Winduskorea co., Ltd
-BF-50  :S.C. ADD-PRODUCTION S.R.L.
-B7-33  :ASKEY COMPUTER CORP
-59-57  :Medallion Instrumentation Systems
-83-66  :Nanjing SAC Power Grid Automation Co., Ltd.
-57-6D  :XTA Electronics Ltd
-3D-4E  :Softlink Automation System Co., Ltd
-D8-17  :Beijing Hesun Technologies Co.Ltd.
-9F-43  :Accutron Instruments Inc.
-C0-06  :Carmanah Signs
-FB-12  :Grand Electronics (HK) Ltd
-10-40  :daesung network
-45-45  :YACOUB Automation GmbH
-1D-7F  :Comtech Technology Co., Ltd.
-DB-2A  :HNS
-BF-88  :Mobilicom LTD
-02-8A  :Shenzhen Shidean Legrand Electronic Products Co.,Ltd
-35-6E  :Vodafone Omnitel N.V.
-CA-87  :Iders Incorporated
-CA-45  :Toyou Feiji Electronics Co., Ltd.
-A9-E4  :zte corporation
-77-23  :zte corporation
-98-E5  :University of Michigan
-DF-6B  :SpotCam Co., Ltd.
-2B-62  :FUJITSU LIMITED
-BD-F9  :Sigrand
-4F-3F  :IO-Power Technology Co., Ltd.
-C6-87  :Cisco SPVTG
-2B-D2  :Armtel Ltd.
-A5-4B  :NSC Communications Siberia Ltd
-2B-6B  :Beijing Haier IC Design Co.,Ltd
-21-84  :Nippon Denki Kagaku Co.,LTD
-3E-09  :PERFORMANCE DESIGNED PRODUCTS, LLC
-21-9F  :VidaBox LLC
-D3-31  :Shenzhen Bolutek Technology Co.,Ltd.
-1A-57  :Cardiopulmonary Corp
-F9-7C  :Nanoptix Inc.
-E0-2C  :Micro Technic A/S
-81-B3  :Shenzhen ACT Industrial Co.,Ltd.
-F3-E3  :Shanghai iComhome Co.,Ltd.
-CF-25  :MANYCOLORS, INC.
-10-90  :iNFORM Systems AG
-95-DB  :Logitec Corporation
-14-2B  :Protonic Holland
-24-1A  :SWEDA INFORMATICA LTDA
-06-B4  :A.D.C. GmbH
-1B-22  :Grandbeing Technology Co., Ltd
-34-6C  :MATSUNICHI DIGITAL TECHNOLOGY (HONG KONG) LIMITED
-14-65  :Edata Elektronik San. ve Tic. A.Å.
-7A-4D  :Stonesoft Corporation
-92-18  :Arcontia International AB
-F3-87  :HCCP
-79-3C  :Revolv Inc
-CE-C4  :Peraso Technologies
-84-8A  :7INOVA TECHNOLOGY LIMITED
-C6-EB  :Panasonic Corporation AVC Networks Company
-0F-EC  :Poindus Systems Corp.
-D5-B5  :NAVIELEKTRO KY
-67-B3  :C-Data Technology Co., Ltd
-87-A8  :Step Ahead Innovations Inc.
-0D-4F  :Flextronics International
-47-C6  :SanJet Technology Corp.
-DF-3D  :TEAM ENGINEERS ADVANCE TECHNOLOGIES INDIA PVT LTD
-F1-76  :Data Modul AG
-57-21  :Salix Technology CO., Ltd.
-4C-ED  :TMRG, Inc.
-51-6E  :TSMART Inc.
-1A-FC  :Dalian Co-Edifice Video Technology Co., Ltd
-34-B4  :Gigastone Corporation
-AD-B7  :China Mobile Group Device Co.,Ltd.
-6F-00  :Livescribe, Inc.
-73-7F  :Mini-Circuits
-D0-94  :Erwin Peters Systemtechnik GmbH
-88-E2  :Beats Electronics LLC
-0E-A4  :Porsche Cars North America
-15-FD  :Shanghai Pateo Electronic Equipment Manufacturing Co., Ltd.
-94-64  :Cincoze Co., Ltd.
-50-BC  :SHENZHEN BASICOM ELECTRONIC CO.,LTD.
-70-14  :Private
-BC-73  :Cronoplast  S.L.
-30-3B  :Stephen Technologies Co.,Limited
-F5-E5  :BEGA Gantenbrink-Leuchten KG
-4B-20  :Ventilation Control
-07-C0  :Railtec Systems GmbH
-B8-C5  :RuggedCom Inc.
-3C-07  :Skiva Technologies, Inc.
-4B-08  :f.robotics acquisitions ltd
-2D-89  :QiiQ Communications Inc.
-4A-1C  :SUYIN Corporation
-D3-B5  :GLITEL Stropkov, s.r.o.
-F3-C1  :Open Source Robotics Foundation, Inc.
-8B-2F  :zte corporation
-63-BC  :ROBOTIS, Co, Ltd
-DD-C9  :Lenovo Mobile Communication Technology Ltd.
-1A-FA  :zte corporation
-5A-F0  :Exeltech Solar Products
-DA-DF  :EcoTech, Inc.
-AE-7B  :Deqing Dusun Electron CO., LTD
-41-E2  :Monaco Enterprises, Inc.
-77-65  :Sourcefire, Inc
-F7-A1  :Datafox GmbH
-1E-02  :EltexAlatau
-7D-5A  :Beijing Hanbang Technology Corp.
-62-55  :SANMINA-SCI SYSTEM DE MEXICO S.A. DE C.V.
-17-66  :PROMZAKAZ LTD.
-4C-6D  :Hugo Brennenstuhl Gmbh & Co. KG.
-82-5B  :JANUS, spol. s r.o.
-88-07  :Strata Worldwide
-D0-2B  :ASUSTek COMPUTER INC.
-E0-E6  :FILIZOLA S.A. PESAGEM E AUTOMACAO
-E0-0E  :SHINSEI ELECTRONICS CO LTD
-D4-6A  :Autosales Incorporated
-AA-BD  :Shanghai Reallytek Information Technology Co.,Ltd
-B8-18  :PENTA Gesellschaft fÃ¼r elektronische Industriedatenverarbeitung mbH
-66-82  :NEC Platforms, Ltd.
-28-31  :Morion Inc.
-1E-DE  :B&W Group Ltd
-97-E8  :Society of Motion Picture &amp; Television Engineers
-EA-40  :Systeme Helmholz GmbH
-58-FA  :Shen Zhen Shi Xin Zhong Xin Technology Co.,Ltd.
-60-1F  :SZ DJI TECHNOLOGY CO.,LTD
-C6-B3  :MilDef AB
-DB-96  :ENERVALLEY CO., LTD
-8B-97  :Shenzhen Gongjin Electronics Co.,Ltd
-2E-5A  :storONE
-29-EA  :Zimory GmbH
-0E-95  :OmniLync Inc.
-AB-BF  :Hoseo Telecom
-EE-A6  :Shenzhen SHX Technology Co., Ltd
-CB-EB  :One
-E8-DD  :MODULETEK
-CC-34  :Motorola Solutions Inc.
-84-C9  :zte corporation
-94-F6  :TP-LINK TECHNOLOGIES CO.,LTD.
-AC-CA  :trivum technologies GmbH
-D8-44  :Enmotus Inc
-C6-D7  :blackned GmbH
-A4-0E  :BSH Bosch and Siemens Home Appliances GmbH
-CA-53  :Skyera, Inc.
-1D-FB  :Shanghai Mexon Communication Technology Co.,Ltd
-CD-E1  :Scientech Electronics
-75-6E  :QinetiQ North America
-3D-37  :Ruckus Wireless
-55-21  :Axiros GmbH
-D8-56  :Gimbal, Inc
-A7-43  :SK Mtek Limited
-A7-FD  :Cellco Partnership
-F2-DD  :Radiant Zemax LLC
-CF-41  :Lenovo Mobile Communication Technology Ltd.
-9A-9B  :VSE valencia smart energy
-45-E9  :Firich Enterprises CO., LTD.
-99-5C  :Nationz Technologies Inc
-C5-E1  :ShenZhen Konka Telecommunication Technology Co.,Ltd
-B3-11  :Shenzhen Lianrui Electronics Co.,Ltd
-11-5F  :Atamo Pty Ltd
-11-D0  :Chongqing Ehs Science and Technology Development Co.,Ltd.
-9A-C9  :Valentine Research, Inc.
-F4-9A  :T3 Innovation
-65-E6  :INFOMARK CO., LTD.
-BD-91  :Move Innovation
-47-3C  :SHANGHAI SUNMON COMMUNICATION TECHNOGY CO.,LTD
-4B-FB  :Hellberg Safety AB
-A2-2C  :Baycity Technologies Ltd
-AD-EF  :KZ Broadband Technologies, Ltd. 
-4B-FF  :GuangZhou Hedy Digital Technology Co., Ltd
-9B-FD  :Trans New Technology, Inc.
-EE-FD  :MR&D Manufacturing
-5C-BF  :DuroByte Inc
-A3-CC  :Amatis Controls
-89-F5  :Lenovo Mobile Communication Technology Ltd.
-3A-B8  :Shinoda Plasma Co., Ltd.
-DD-97  :PolarLink Technologies, Ltd
-55-97  :Emergent Vision Technologies Inc.
-19-17  :Bertel S.p.a.
-9F-AE  :Fidus Systems Inc
-06-47  :Cortland Research, LLC
-91-8A  :PROFALUX
-43-8F  :E-Band Communications Corp.
-62-6E  :Beijing MDC Telecom
-B3-39  :Comigo Ltd.
-C0-DB  :Shenzhen Kaiboer Technology Co., Ltd.
-76-DD  :Oxyguard International A/S
-9A-FF  :Fujian Landi Commercial Equipment Co.,Ltd
-3B-1E  :Countwise LTD
-13-6F  :Asia Pacific Brands
-A1-30  :DLI Taiwan Branch office
-E9-15  :STI Ltd
-1F-AF  :KRYPTON POLSKA
-7B-AA  :SVYAZKOMPLEKTSERVICE, LLC
-26-C5  :zte corporation
-62-9F  :Telenet Systems P. Ltd.
-7F-5E  :Foresight Manufacture (S) Pte Ltd
-55-17  :SankyuElectronics
-8E-96  :Embertec Pty Ltd
-3A-61  :SAMSUNG ELECTRO MECHANICS CO., LTD.
-03-63  :Robert Bosch Healthcare GmbH
-F6-44  :Whitesky Science & Technology Co.,Ltd.
-D3-57  :Logosol, Inc.
-44-1B  :Spectrum Medical Limited
-5A-6B  :Philips Electronics Nederland BV
-75-D6  :FreeTek International Co., Ltd.
-EB-14  :Proteus Digital Health
-9F-87  :Siemens AG I IA PP PRM
-0A-50  :J-MEX Inc.
-F2-E9  :IBM
-04-73  :Tecmobile (International) Ltd. 
-26-2D  :Verifi, LLC
-8A-E5  :Tensun Information Technology(Hangzhou) Co.,LTD
-B2-32  :Hui Zhou Gaoshengda Technology Co.,LTD
-DF-63  :Intrakey technologies GmbH
-01-87  :Curtis Instruments, Inc.
-8E-E7  :Fanhattan LLC
-F6-66  :Berthold Technologies GmbH and Co.KG
-2F-DE  :Zurich Instruments AG
-AF-78  :Totus Solutions, Inc.
-38-E0  :Shanghai Super Electronics Technology Co.,LTD
-E5-34  :Stratec Biomedical AG
-91-D0  :Stage Tec Entwicklungsgesellschaft fÃ¼r professionelle Audiotechnik mbH
-29-1D  :Jaguar de Mexico, SA de CV
-86-3A  :DIGITAL ART SYSTEM
-B7-2A  :TIME INTERCONNECT LTD
-D7-B4  :Tributary Systems, Inc.
-0F-9B  :WAVELINK
-43-19  :Creative&Link Technology Limited
-F5-0E  :Kinion Technology Company Limited
-A1-86  :enblink
-94-92  :RUAG Schweiz AG
-69-4A  :Jasmine Systems Inc.
-C7-91  :Zero1.tv GmbH
-74-8D  :Atmaca Elektronik
-D1-29  :Vicos
-AB-60  :ABB Australia
-9A-4B  :SteelSeries ApS
-C6-6A  :Nokia Corporation
-78-C2  :Innowireless, Co. Ltd.
-FE-28  :Salutron Inc.
-9F-A9  :Actiontec Electronics, Inc
-A3-64  :3D Systems Massachusetts
-A7-B0  :MCST ZAO
-DC-96  :SENAO Networks, Inc.
-55-C2  :Bach-Simpson
-A2-9B  :Kemppi Oy
-CE-14  :Wilocity LTD.
-2A-FA  :Germaneers GmbH
-84-64  :FORMOSA WIRELESS COMMUNICATION CORP.
-67-D9  :Cisco Systems, Inc
-21-8A  :Dog Hunter LLC
-A0-3D  :Dinstar Technologies Co., Ltd.
-8C-FF  :UPWIS AB
-06-6E  :Hytera Communications Corporation Limited
-6A-89  :Rezolt Corporation
-D1-FD  :Shenzhen Trimax Technology Co.,Ltd
-1B-13  :Shanghai Nutshell Electronic Co., Ltd.
-35-64  :Fujian Tian Cheng Electron Science & Technical Development Co.,Ltd.
-D1-B0  :Universal Laser Systems, Inc
-97-BB  :Hitachi Industrial Equipment Systems Co.,Ltd
-52-CE  :Control iD
-04-F3  :Throughtek Co., Ltd.
-58-10  :NUMERA, INC.
-AB-25  :Shenzhen Gongjin Electronics Co.,Ltd
-6E-1A  :Shenzhen Gongjin Electronics Co.,Ltd
-86-B1  :Flyaudio corporation (China)
-B3-AB  :Genmark Automation
-E8-A5  :Myreka Technologies Sdn. Bhd.
-14-D2  :wi-daq, inc.
-4C-AE  :Mesa Labs
-D9-FE  :New Cosmos Electric Co., Ltd.
-90-69  :Rockwell Automation
-89-10  :Coster T.E. S.P.A.
-B1-E9  :Technicolor
-AE-F6  :Radio Mobile Access
-34-3B  :Glovast Technology Ltd.
-A0-4F  :t-mac Technologies Ltd
-4F-5F  :EDS Elektronik Destek San.Tic.Ltd.Sti
-B7-38  :Lite-On Technogy Corp.
-66-50  :Glodio Technolies Co.,Ltd Tianjin Branch
-39-55  :Cisco SPVTG
-CF-6F  :Dlogixs Co Ltd
-AF-13  :Futura Mobility
-24-10  :Magneti Marelli Slovakia s.r.o.
-EF-26  :Tritonwave
-D3-E7  :Sensometrix SA
-C8-D0  :TIANJIN YAAN TECHNOLOGY CO., LTD.
-E9-17  :Tamaggo
-AA-A4  :USAG
-24-79  :Baltech AG
-CB-A1  :Nokia Corporation
-5F-2A  :Nokia Corporation
-60-94  :CAPELEC
-E9-56  :Ayla Networks, Inc
-71-84  :Spire Payments
-B0-94  :HTC Corporation
-50-90  :SIMEX Sp. z o.o.
-9B-A5  :JIAXING GLEAD Electronics Co.,Ltd
-84-3B  :Soladigm, Inc.
-8C-77  :DIRMEIER Schanktechnik GmbH &Co KG
-89-B1  :Key Digital Systems
-0C-C9  :Mission Technology Group, dba Magma
-F4-50  :HTC Corporation
-D1-5E  :Shanghai Kingto Information Technology Ltd
-5E-BD  :NL Technologies
-BB-D3  :Embrane
-D1-9A  :Zhuhai Liming Industries Co., Ltd
-6E-8A  :Ecosense
-EE-3B  :6harmonics Inc
-16-05  :Systems And Electronic Development FZCO
-F1-7D  :Tarana Wireless
-DC-04  :Becker-Antriebe GmbH
-C1-21  :Panasonic Corporation AVC Networks Company
-BE-97  :Ingenieurbuero Bickele und Buehler GmbH
-5A-95  :Nokia Corporation
-0E-96  :HERAN 
-AF-5A  :GENUS POWER INFRASTRUCTURES LIMITED
-69-9E  :LUMINEX Lighting Control Equipment
-AE-88  :Polytec GmbH
-54-2D  :Cisco Systems, Inc
-9E-86  :X6D Limited
-61-24  :Pason Systems
-30-9C  :Heyrex Limited
-13-24  :GuangZhou Bonsoninfo System CO.,LTD
-36-F8  :Conti Temic microelectronic GmbH
-38-39  :Cumulus Networks, inc
-F0-02  :MTData Developments Pty. Ltd.
-91-2B  :TE Connectivity Touch Solutions
-52-62  :Shenzhen Hojy Software Co., Ltd.
-33-6C  :Godrej & Boyce Mfg. co. ltd
-1D-59  :I Smart Cities HK Ltd
-0E-D6  :ITECH INSTRUMENTS SAS
-D2-12  :K2NET Co.,Ltd.
-8E-DC  :Teracom Limited
-6A-0B  :Cypress Electronics Limited
-75-0C  :QA Cafe
-E1-EB  :Private
-2A-54  :Connected Data, Inc.
-90-DE  :VEEDIMS,LLC
-14-61  :ATAW  Co., Ltd.
-8A-42  :Uptmate Technology Co., LTD
-57-FD  :LVX Western
-2A-6A  :Cisco Systems, Inc
-8F-14  :Analytica GmbH
-FA-E8  :Shenzhen Eycom Technology Co., Ltd 
-A3-15  :Bless Information & Communications Co., Ltd
-DB-4C  :PNY Technologies, INC.
-30-94  :Alcatel-Lucent Telecom Limited
-17-CE  :Omnisense Ltd
-E6-08  :Tokheim
-77-D4  :Minrray Industry Co.,Ltd 
-B9-80  :Parking BOXX Inc.
-2D-76  :TITECH GmbH
-A1-83  :Advidia
-50-63  :Verathon
-0E-67  :Tremol Ltd.
-1B-0E  :Fujitsu Technology Solutions GmbH
-6F-4F  :S.A. SISTEL
-58-C4  :Broadcast Microwave Services, Inc
-20-E7  :Guangzhou Horizontal Information & Network Integration Co. Ltd
-58-8A  :SYSGRATION Ltd.
-2B-50  :Huria Co.,Ltd.
-5A-19  :Axtion Sdn Bhd
-0C-A1  :SKTB SKiT
-95-79  :ORTHOsoft inc, d/b/a Zimmer CAS
-7E-CB  :SFR
-A7-83  :JSW PACIFIC CORPORATION 
-08-30  :Cisco Systems, Inc
-EF-48  :Cisco Systems, Inc
-A5-DD  :Shenzhen Smarteye Digital Electronics Co., Ltd
-B0-CC  :Xenya d.o.o.
-E7-44  :Omntec mfg. inc
-42-7C  :Adolf Tedsen GmbH & Co. KG
-F7-D3  :International Communications Corporation
-9A-ED  :OceanServer Technology, Inc
-55-EA  :Dedicated Computing
-FC-58  :WebSilicon Ltd.
-A0-E7  :Cisco Systems, Inc
-E8-0F  :Viking Electronics Inc.
-62-64  :Global411 Internet Services, LLC
-F0-51  :KWB Gmbh
-DE-B9  :ShangHai Y&Y Electronics Co., Ltd
-54-EC  :IEEE P1823 Standards Working Group
-29-2A  :Barun Electronics
-DA-DC  :JVC KENWOOD Corporation
-94-D2  :Jiangsu Datang  Electronic Products Co., Ltd
-42-3F  :Tyan Computer Corp
-18-B5  :Talon Communications
-BA-D0  :Shinybow Technology Co. Ltd.
-6C-BE  :Skymotion Technology (HK) Limited
-D5-59  :MICRO S.E.R.I.
-2F-5B  :eGauge Systems LLC
-99-D7  :Universal Flow Monitors, Inc.
-33-6E  :MEG Electronics Inc.
-D2-49  :Power Ethernet
-C2-BA  :UTT Co., Ltd.
-DA-7C  :RLH INDUSTRIES,INC.
-98-4C  :Casacom Solutions AG
